,name,inchi,mult
1195,C7H133-6,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6-7H,4-5H2,1-2H3",2
1196,C7H133-7,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h6-7H,1,3-5H2,2H3",2
1197,C7H13-1D3O,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h4,7H,2-3,5-6H2,1H3",2
1198,C7H13-2D4O,"InChI=1S/C7H13O/c1-3-5-7(8)6-4-2/h3,5,7H,4,6H2,1-2H3",2
1199,C7H13-3D5O,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h5-7H,3-4H2,1-2H3",2
1200,C7H14OH-1J2,"InChI=1S/C7H15O/c1-2-3-4-5-6-7-8/h6,8H,2-5,7H2,1H3",2
1201,C7H14OH-2J1,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h7-8H,2-6H2,1H3",2
1202,C7H14OH-2J3,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h6-8H,3-5H2,1-2H3",2
1203,C7H14OH-3J2,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h4,7-8H,3,5-6H2,1-2H3",2
1204,C7H14OH-3J4,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h6-8H,3-5H2,1-2H3",2
1205,C7H14OH-4J3,"InChI=1S/C7H15O/c1-3-5-7(8)6-4-2/h5,7-8H,3-4,6H2,1-2H3",2
1206,C7H14OH-1O2-2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7-8H,2-6H2,1H3",2
1207,C7H14OH-2O2-1,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h7-8H,2-6H2,1H3",2
1208,C7H14OH-2O2-3,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-8H,3-5H2,1-2H3",2
1209,C7H14OH-3O2-2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-8H,3-5H2,1-2H3",2
1210,C7H14OH-3O2-4,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-8H,3-5H2,1-2H3",2
1211,C7H14OH-4O2-3,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-8H,3-5H2,1-2H3",2
1212,C5D2Y1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3",1
1213,C5D2Y1-1R,"InChI=1S/C5H7O/c1-2-3-4-5-6/h3-4H,2H2,1H3",2
1214,C3Y1-3OR,"InChI=1S/C3H5O2/c4-2-1-3-5/h2H,1,3H2",2
1215,C4Y1-3OR,"InChI=1S/C4H7O2/c1-4(6)2-3-5/h3-4H,2H2,1H3",2
1216,C6D2Y1,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3",1
1217,C6D2Y1-1R,"InChI=1S/C6H9O/c1-2-3-4-5-6-7/h4-5H,2-3H2,1H3",2
1218,H15DE25DM,"InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h1,3,5-6H2,2,4H3",1
1219,H15DE25DM-S,"InChI=1S/C8H13/c1-7(2)5-6-8(3)4/h5H,1,3,6H2,2,4H3",2
1220,H15DE25DM-A,"InChI=1S/C8H13/c1-7(2)5-6-8(3)4/h1-3,5-6H2,4H3",2
1221,H15DE25DM-AO,"InChI=1S/C8H13O/c1-7(2)4-5-8(3)6-9/h1,3-6H2,2H3",2
1222,H15DE25DM-SO,"InChI=1S/C8H13O/c1-6(2)5-8(9)7(3)4/h8H,1,3,5H2,2,4H3",2
1223,H15DE2M-T,"InChI=1S/C7H11/c1-4-5-6-7(2)3/h1-2,5-6H2,3H3",2
1224,IC4H7CHO,"InChI=1S/C5H8O/c1-5(2)3-4-6/h4H,1,3H2,2H3",1
1225,L-C6H4,"InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H",1
1226,C-C6H4,"InChI=1S/C6H4/c1-3-5-6-4-2/h1,4H,2H2",1
1227,C6H3,"InChI=1S/C6H3/c1-3-5-6-4-2/h1-2,5H",2
1228,C6H2,InChI=1S/C6H2/c1-3-5-6-4-2/h1-2H,1
1229,C6H6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,1
1230,FULVENE,"InChI=1S/C6H6/c1-6-4-2-3-5-6/h2-5H,1H2",1
1231,C6H5,InChI=1S/C6H5/c1-2-4-6-5-3-1/h1-5H,2
1232,C6H5OO,InChI=1S/C6H5O2/c7-8-6-4-2-1-3-5-6/h1-5H,2
1233,C6H5OOH,"InChI=1S/C6H6O2/c7-8-6-4-2-1-3-5-6/h1-5,7H",1
1234,C6H5OH,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",1
1235,C6H5O,InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-5H,2
1236,C6H4OH,"InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-2,4-5,7H",2
1237,OC6H4OH,"InChI=1S/C6H5O2/c7-5-2-1-3-6(8)4-5/h1-4,7H",2
1238,O-C6H4O2,InChI=1S/C6H4O2/c7-5-3-1-2-4-6(5)8/h1-4H,1
1239,P-C6H4O2,InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H,1
1240,O-OC6H5OJ,InChI=1S/C6H5O2/c7-5-3-1-2-4-6(5)8/h1-5H,2
1241,P-OC6H5OJ,InChI=1S/C6H5O2/c7-5-1-2-6(8)4-3-5/h1-5H,2
1242,P-C6H3O2,InChI=1S/C6H3O2/c7-5-1-2-6(8)4-3-5/h1-3H,2
1243,C5H6,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2",1
1244,C5H5,InChI=1S/C5H5/c1-2-4-5-3-1/h1-5H,2
1245,C5H6-L,"InChI=1S/C5H6/c1-3-5-4-2/h1,4-5H,2H3",1
1246,C#CCVCCJ,"InChI=1S/C5H5/c1-3-5-4-2/h1,4-5H,2H2",2
1247,C5H7,"InChI=1S/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2",2
1248,CVCCJCVC,"InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2",2
1249,CVCCVCCJ,"InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2",2
1250,CVCCJCVCOH,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-6H,1H2",2
1251,HOCVCCVO,InChI=1S/C3H4O2/c4-2-1-3-5/h1-4H,1
1252,CVCCVCCOH,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2-4,6H,1,5H2",1
1253,OC5H7O,"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4-5H,1,3H2",2
1254,OC4H6O,"InChI=1S/C4H6O2/c5-3-1-2-4-6/h3-4H,1-2H2",1
1255,OC4H5O,"InChI=1S/C4H5O2/c5-3-1-2-4-6/h3H,1-2H2",2
1256,O2CCHOOJ,"InChI=1S/C2HO4/c3-1(4)2(5)6/h(H,3,4)",2
1257,HOCVCCJVO,"InChI=1S/C3H3O2/c4-2-1-3-5/h1-2,4H",2
1258,C5H5OH,InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-6H,1
1259,C5H5O,InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-5H,2
1260,C5H4OH,"InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-4,6H",2
1261,C5H4O,InChI=1S/C5H4O/c6-5-3-1-2-4-5/h1-4H,1
1262,C5H3O,InChI=1S/C5H3O/c6-5-3-1-2-4-5/h1-3H,2
1263,CJVCCVCCVO,InChI=1S/C5H5O/c1-2-3-4-5-6/h1-5H,2
1264,CVCCVCCJVO,"InChI=1S/C5H5O/c1-2-3-4-5-6/h2-4H,1H2",2
1265,CJVCCVO,InChI=1S/C3H3O/c1-2-3-4/h1-3H,2
